Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
225,Andre Iguodala\iguodan01,SF,35,GSW,41,955,12.5,.564,.478,.231,3.5,13.6,8.7,15.9,1.8,2.8,13.5,10.6,,1.3,1.0,2.3,.113,,0.1,1.6,1.7,0.9
226,Ersan Ilyasova\ilyaser01,PF,31,MIL,33,626,12.7,.551,.405,.160,8.3,18.3,13.6,7.1,1.7,1.1,11.2,16.3,,0.6,1.1,1.7,.132,,-1.0,0.7,-0.2,0.3
227,Joe Ingles\inglejo01,SF,31,UTA,47,1453,12.4,.553,.560,.169,1.2,12.5,6.9,23.3,2.3,0.6,17.8,17.9,,0.5,2.2,2.7,.090,,0.1,1.4,1.5,1.3
228,Brandon Ingram\ingrabr01,SG,21,LAL,36,1177,11.7,.521,.133,.395,2.8,12.3,7.7,13.0,0.8,1.5,14.4,23.3,,-0.5,1.2,0.7,.028,,-3.4,-0.3,-3.7,-0.5
229,Kyrie Irving\irvinky01,PG,26,BOS,41,1329,25.1,.604,.355,.200,3.8,12.0,7.9,36.0,2.3,1.3,12.1,29.4,,4.0,2.0,6.0,.216,,6.7,0.4,7.2,3.1
230,Jonathan Isaac\isaacjo01,SF,21,ORL,40,1006,10.4,.512,.375,.276,4.2,16.4,10.2,5.5,1.4,3.5,12.5,15.5,,-0.2,1.2,1.0,.048,,-3.5,1.5,-2.0,0.0
231,Wesley Iwundu\iwundwe01,SF,24,ORL,36,607,7.0,.491,.259,.388,2.6,10.8,6.6,6.6,1.1,1.1,11.8,14.2,,-0.2,0.5,0.3,.021,,-4.6,-0.5,-5.1,-0.5
232,Demetrius Jackson\jacksde01,PG,24,PHI,6,39,21.0,.656,.400,.267,5.7,2.6,4.1,19.8,2.4,0.0,5.6,19.2,,0.2,0.0,0.2,.233,,4.4,-3.5,1.0,0.0
233,Frank Jackson\jacksfr01,PG,20,NOP,31,386,8.3,.552,.419,.218,1.4,7.0,4.2,7.1,1.0,0.0,11.1,16.4,,0.2,0.0,0.2,.025,,-1.9,-3.4,-5.3,-0.3
234,Jaren Jackson\jacksja02,C,19,MEM,46,1177,17.4,.599,.246,.312,5.2,16.4,10.7,7.9,1.8,5.7,13.0,23.1,,1.0,1.8,2.8,.115,,-1.0,2.1,1.1,0.9
235,Josh Jackson\jacksjo02,SG,21,PHO,47,1054,9.2,.472,.267,.234,3.5,16.6,9.9,15.2,2.2,2.1,18.9,23.9,,-2.2,0.8,-1.4,-0.066,,-5.2,0.0,-5.2,-0.8
236,Justin Jackson\jacksju01,SF,23,SAC,45,970,10.5,.559,.545,.173,2.5,11.6,6.9,7.9,0.9,1.0,6.2,13.1,,1.1,0.5,1.6,.077,,-0.2,-0.9,-1.2,0.2
237,Reggie Jackson\jacksre01,PG,28,DET,45,1289,13.1,.524,.452,.253,2.3,8.5,5.3,22.9,1.2,0.4,12.0,23.0,,1.1,1.0,2.1,.077,,0.6,-1.6,-1.0,0.3
238,LeBron James\jamesle01,PF,34,LAL,34,1178,26.3,.601,.291,.402,2.9,21.1,12.3,34.6,1.7,1.6,13.1,31.3,,3.1,1.8,4.9,.200,,5.8,1.9,7.7,2.9
239,Amile Jefferson\jeffeam01,PF,25,ORL,1,4,18.0,.532,.000,2.000,26.7,0.0,13.6,0.0,0.0,0.0,0.0,20.8,,0.0,0.0,0.0,.251,,0.2,-8.6,-8.4,0.0
240,Jonas Jerebko\jerebjo01,PF,31,GSW,46,882,13.6,.600,.551,.227,7.1,19.8,13.7,10.7,0.9,0.9,11.4,14.9,,1.6,0.8,2.4,.128,,1.2,-0.9,0.3,0.5
241,Alize Johnson\johnsal02,PF,22,IND,9,27,2.0,.307,.125,.500,4.2,24.1,14.4,0.0,0.0,3.3,0.0,15.8,,-0.1,0.0,0.0,-0.050,,-11.6,-3.9,-15.5,-0.1
242,Amir Johnson\johnsam01,C,31,PHI,35,325,13.5,.613,.232,.284,7.9,20.3,14.3,17.2,1.5,1.7,21.9,17.8,,0.3,0.4,0.7,.108,,-1.3,0.6,-0.8,0.1
243,James Johnson\johnsja01,PF,31,MIA,28,580,11.3,.515,.374,.163,2.2,14.7,8.4,16.3,1.4,1.5,12.5,18.3,,0.1,0.7,0.8,.067,,-2.0,0.1,-1.9,0.0
244,Stanley Johnson\johnsst04,SF,22,DET,40,797,10.2,.489,.520,.151,2.9,17.7,9.9,9.3,2.5,1.2,13.6,20.1,,-0.7,1.1,0.4,.027,,-2.9,0.9,-2.0,0.0
245,Tyler Johnson\johnsty01,PG,26,MIA,37,927,13.5,.554,.491,.226,1.8,10.4,6.1,14.8,1.9,1.7,12.2,19.6,,0.6,1.1,1.7,.089,,0.0,0.0,-0.1,0.4
246,Wesley Johnson\johnswe01,SF,31,NOP,24,370,7.0,.532,.585,.073,2.9,12.3,7.7,5.3,1.3,1.6,12.4,10.8,,0.1,0.2,0.3,.033,,-1.9,-0.6,-2.5,0.0
247,Nikola Jokic\jokicni01,C,23,DEN,45,1397,26.8,.592,.244,.297,9.7,25.6,17.6,39.1,2.1,2.0,16.0,27.3,,4.6,2.2,6.7,.231,,6.3,3.3,9.6,4.1
248,Damian Jones\jonesda03,C,23,GSW,24,410,15.6,.720,.000,.500,8.5,11.2,9.9,8.8,1.4,5.2,15.1,11.1,,1.0,0.5,1.5,.170,,0.9,2.3,3.2,0.5
249,Derrick Jones\jonesde02,SF,21,MIA,33,602,16.4,.576,.263,.363,10.3,14.4,12.3,4.5,2.4,3.4,10.0,16.3,,0.9,1.0,1.8,.146,,-0.4,1.5,1.2,0.5
250,Jalen Jones\jonesja04,SF,25,CLE,16,214,11.9,.548,.452,.435,5.6,12.5,8.9,4.8,2.1,0.8,9.8,16.9,,0.2,0.0,0.2,.049,,-0.9,-2.5,-3.4,-0.1
251,Tyus Jones\jonesty01,PG,22,MIN,43,873,12.5,.461,.312,.160,1.6,7.3,4.4,26.2,3.0,0.3,9.6,13.5,,0.7,0.7,1.4,.076,,-1.2,-0.8,-2.0,0.0
252,DeAndre Jordan\jordade01,C,30,DAL,45,1401,18.1,.674,.000,.624,11.5,36.1,24.1,9.5,1.1,2.7,22.3,14.3,,2.4,2.4,4.8,.164,,-1.0,3.5,2.5,1.6
253,Cory Joseph\josepco01,PG,27,IND,45,1143,11.9,.523,.330,.073,1.9,13.4,7.8,20.4,2.1,0.7,14.7,14.0,,0.6,1.7,2.3,.098,,-1.2,1.3,0.0,0.6
254,Frank Kaminsky\kaminfr01,PF,25,CHO,23,262,16.3,.595,.430,.355,7.3,16.1,11.7,14.2,0.9,1.7,14.3,20.5,,0.4,0.2,0.6,.112,,0.8,-1.2,-0.4,0.1
255,Enes Kanter\kanteen01,C,26,NYK,41,1086,22.3,.593,.045,.284,15.3,28.5,21.6,12.7,0.8,1.3,13.2,22.4,,2.6,0.8,3.4,.151,,1.7,-0.2,1.5,1.0
256,Luke Kennard\kennalu01,SG,22,DET,27,542,11.4,.551,.480,.111,1.0,15.1,7.7,10.7,0.8,0.9,10.0,18.2,,0.3,0.5,0.8,.068,,-1.5,-0.9,-2.4,-0.1
257,Michael Kidd-Gilchrist\kiddgmi01,PF,25,CHO,38,753,15.3,.562,.117,.364,9.5,15.9,12.7,6.5,1.3,3.8,9.5,16.8,,1.2,0.8,2.0,.127,,-1.0,1.0,0.0,0.4
258,George King\kingge03,SF,25,PHO,1,6,2.0,,,,0.0,19.2,9.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.003,,-8.7,-1.6,-10.3,0.0
259,Maxi Kleber\klebima01,PF,27,DAL,40,762,13.7,.574,.573,.226,6.2,15.2,10.8,5.4,1.3,5.5,10.6,13.7,,0.8,1.1,1.9,.118,,-0.8,2.6,1.9,0.7
260,Brandon Knight\knighbr03,PG,27,HOU,12,118,0.8,.347,.681,.234,0.9,7.9,4.3,10.9,0.8,0.0,8.8,21.1,,-0.3,0.0,-0.3,-0.121,,-6.7,-4.9,-11.6,-0.3
261,Kevin Knox\knoxke01,PF,19,NYK,37,1007,9.4,.483,.408,.244,3.0,13.6,8.0,5.1,1.0,0.9,9.1,22.0,,-0.7,0.3,-0.4,-0.018,,-2.8,-2.8,-5.6,-0.9
262,Furkan Korkmaz\korkmfu01,SG,21,PHI,38,570,11.3,.519,.602,.160,2.5,14.7,8.8,11.4,2.1,0.3,9.1,17.9,,0.2,0.6,0.9,.074,,-0.9,-1.1,-2.1,0.0
263,Luke Kornet\kornelu01,PF,23,NYK,22,342,18.0,.611,.683,.192,4.1,13.8,8.7,13.8,1.7,2.9,9.1,17.7,,0.8,0.2,1.0,.138,,2.9,-0.5,2.4,0.4
264,Kyle Korver\korveky01,SG-PF,37,TOT,41,755,12.5,.623,.708,.172,0.7,11.0,5.8,7.9,0.7,1.0,10.9,18.6,,0.9,0.5,1.4,.089,,0.8,-2.2,-1.4,0.1
264,Kyle Korver\korveky01,PF,37,CLE,16,251,11.5,.650,.711,.211,0.0,13.5,6.5,10.2,0.6,0.7,17.0,17.6,,0.3,-0.1,0.2,.036,,0.1,-3.7,-3.7,-0.1
264,Kyle Korver\korveky01,SG,37,UTA,25,504,13.0,.612,.707,.157,1.1,9.8,5.5,6.7,0.8,1.1,8.1,19.0,,0.6,0.6,1.2,.115,,1.2,-1.4,-0.3,0.2
265,Kosta Koufos\koufoko01,C,29,SAC,27,356,12.3,.473,.000,.129,11.1,27.0,18.9,9.5,1.6,2.9,15.1,14.7,,0.0,0.5,0.5,.068,,-3.9,2.1,-1.8,0.0
266,Rodions Kurucs\kurucro01,SF,20,BRK,30,616,13.5,.602,.371,.219,5.2,13.8,9.5,5.5,1.4,1.1,12.9,18.4,,0.7,0.5,1.2,.093,,-0.7,-0.8,-1.5,0.1
267,Kyle Kuzma\kuzmaky01,SF,23,LAL,45,1490,15.3,.564,.401,.233,2.6,15.7,9.4,11.1,1.0,1.0,10.9,24.1,,1.1,1.7,2.8,.090,,0.1,-0.8,-0.6,0.5
268,Skal Labissiere\labissk01,PF,22,SAC,11,99,6.4,.518,.370,.407,2.0,19.2,10.5,5.2,0.9,1.7,15.9,15.9,,-0.1,0.1,0.0,.007,,-5.0,-1.1,-6.1,-0.1
269,Jeremy Lamb\lambje01,SG,26,CHO,42,1216,16.5,.552,.310,.249,3.0,17.9,10.4,10.6,1.7,0.8,6.6,21.9,,1.7,1.2,2.8,.112,,0.4,-0.7,-0.3,0.5
270,Zach LaVine\lavinza01,SG,23,CHI,40,1358,17.2,.557,.280,.316,1.6,12.3,6.9,23.1,1.3,1.1,14.6,31.3,,0.1,0.7,0.8,.029,,0.8,-1.8,-1.0,0.3
271,Jake Layman\laymaja01,SF,24,POR,36,567,14.9,.627,.461,.133,5.1,11.6,8.4,4.6,1.4,1.3,8.6,15.7,,1.0,0.5,1.5,.127,,1.1,-0.9,0.2,0.3
272,T.J. Leaf\leaftj01,PF,21,IND,25,189,12.9,.531,.242,.177,9.1,16.7,13.0,8.2,0.8,0.9,9.5,17.0,,0.2,0.2,0.4,.101,,-1.9,-1.0,-3.0,0.0
273,Courtney Lee\leeco01,SG,33,NYK,10,149,14.1,.527,.333,.267,4.0,13.2,8.4,13.9,2.6,1.1,7.4,15.4,,0.2,0.1,0.3,.091,,-0.5,-0.1,-0.6,0.1
274,Damion Lee\leeda03,SG,26,GSW,16,195,10.8,.612,.534,.224,1.7,13.9,8.0,2.0,2.0,0.0,11.2,15.7,,0.1,0.2,0.3,.076,,-1.4,-2.6,-4.0,-0.1
275,Alex Len\lenal01,C,25,ATL,41,829,15.7,.556,.221,.341,11.4,18.9,15.1,7.5,0.8,4.2,13.9,22.2,,0.6,0.7,1.2,.072,,-1.8,-0.4,-2.2,0.0
276,Kawhi Leonard\leonaka01,SF,27,TOR,36,1259,27.3,.613,.253,.403,4.4,19.7,12.2,15.0,2.7,1.2,8.3,30.3,,4.2,2.1,6.3,.240,,4.9,0.9,5.7,2.4
277,Meyers Leonard\leoname01,C,26,POR,44,638,15.8,.647,.453,.201,6.6,23.2,15.1,11.9,0.9,1.1,14.5,15.2,,1.3,0.7,2.0,.154,,1.2,0.3,1.5,0.6
278,Jon Leuer\leuerjo01,PF,29,DET,29,322,14.1,.631,.098,.293,7.1,19.8,13.1,5.4,1.8,0.8,16.1,16.4,,0.4,0.4,0.8,.116,,-2.5,0.2,-2.3,0.0
279,Caris LeVert\leverca01,SF,24,BRK,14,416,18.4,.557,.299,.299,3.6,12.0,7.8,21.2,2.0,0.9,11.5,26.9,,0.5,0.4,0.9,.105,,1.5,-0.7,0.8,0.3
280,Damian Lillard\lillada01,PG,28,POR,47,1657,23.4,.588,.404,.350,2.5,10.6,6.6,28.5,1.3,1.1,11.1,30.1,,5.1,1.4,6.5,.188,,6.1,-1.3,4.8,2.8
281,Jeremy Lin\linje01,PG,30,ATL,40,783,16.5,.601,.349,.450,1.9,11.5,6.6,28.0,1.9,0.7,18.1,22.6,,1.2,0.5,1.7,.102,,0.6,-2.0,-1.4,0.1
282,Shaun Livingston\livinsh01,PG,33,GSW,35,542,12.4,.517,.015,.292,5.0,8.2,6.7,16.1,1.7,2.5,12.0,13.9,,0.6,0.5,1.1,.095,,-2.0,0.3,-1.7,0.0
283,Zach Lofton\loftoza01,SG,26,DET,1,4,-10.0,.000,1.000,.000,0.0,0.0,0.0,0.0,12.2,0.0,50.0,21.3,,-0.1,0.0,0.0,-0.444,,-16.8,8.1,-8.7,0.0
284,Kevon Looney\looneke01,C,22,GSW,46,973,16.6,.629,.038,.313,13.9,15.7,14.8,11.6,1.1,3.3,11.4,11.9,,2.7,1.0,3.7,.181,,2.0,1.7,3.6,1.4
285,Brook Lopez\lopezbr01,C,30,MIL,45,1243,13.7,.592,.691,.135,1.7,12.2,7.3,4.9,0.8,6.4,8.6,16.9,,1.1,2.2,3.3,.126,,-0.1,2.3,2.2,1.3
286,Robin Lopez\lopezro01,C,30,CHI,38,626,11.0,.555,.086,.171,8.1,9.8,9.0,8.8,0.5,4.3,20.2,17.9,,-0.2,0.3,0.1,.006,,-4.1,0.3,-3.7,-0.3
287,Kevin Love\loveke01,PF,30,CLE,4,136,15.7,.478,.369,.508,8.0,37.7,22.3,15.9,0.4,0.6,11.2,29.1,,0.0,0.0,0.1,.018,,-1.8,-2.7,-4.5,-0.1
288,Kyle Lowry\lowryky01,PG,32,TOR,37,1261,17.4,.552,.585,.269,1.6,12.3,7.1,37.5,2.1,1.1,17.7,19.4,,2.3,1.6,3.8,.146,,2.7,0.2,2.9,1.5
289,Jordan Loyd\loydjo01,PG,25,TOR,4,22,23.0,1.042,.500,1.000,5.0,28.8,17.2,12.3,0.0,0.0,25.8,15.2,,0.1,0.0,0.1,.290,,4.2,-1.4,2.8,0.0
290,Timothe Luwawu-Cabarrot\luwawti01,SF,23,OKC,20,121,3.8,.392,.524,.143,3.3,11.3,7.3,4.3,1.5,0.7,10.1,16.7,,-0.2,0.2,-0.1,-0.020,,-6.4,-1.6,-8.0,-0.2
291,Tyler Lydon\lydonty01,PF,22,DEN,17,70,11.2,.661,.600,.133,7.8,12.5,10.1,5.7,1.4,0.0,15.9,11.6,,0.1,0.1,0.2,.105,,0.0,-1.7,-1.7,0.0
292,Trey Lyles\lylestr01,PF,23,DEN,43,816,13.2,.505,.392,.256,4.5,20.4,12.4,10.9,1.4,2.1,11.6,23.5,,-0.1,1.0,0.9,.054,,-2.4,-0.7,-3.0,-0.2
293,Shelvin Mack\macksh01,PG,28,MEM,44,1019,12.1,.518,.328,.220,1.9,8.1,4.9,23.0,1.9,0.3,12.4,18.2,,0.4,0.9,1.3,.059,,-1.5,-1.4,-2.9,-0.2
294,Daryl Macon\maconda01,SG,23,DAL,2,4,32.4,1.000,.000,.000,0.0,0.0,0.0,0.0,12.1,0.0,0.0,10.7,,0.0,0.0,0.0,.335,,6.9,7.1,14.0,0.0
295,J.P. Macura\macurjp01,SG,23,CHO,1,14,0.5,.250,.500,.000,0.0,15.5,7.7,20.3,0.0,0.0,0.0,24.5,,-0.1,0.0,-0.1,-0.206,,-8.1,-4.7,-12.8,0.0
296,Ian Mahinmi\mahinia01,C,32,WAS,26,367,14.0,.579,.159,.826,11.2,17.1,14.1,7.5,2.5,3.2,15.3,12.9,,0.5,0.4,0.9,.122,,-1.3,1.8,0.4,0.2
297,Thon Maker\makerth01,C,21,MIL,34,405,13.1,.546,.582,.276,4.6,19.1,12.3,5.6,1.2,3.8,5.7,16.6,,0.4,0.8,1.1,.135,,-1.4,0.8,-0.5,0.1
298,Boban Marjanovic\marjabo01,C,30,LAC,32,329,24.4,.665,.016,.637,14.7,26.1,20.6,9.3,1.2,4.0,18.1,25.0,,0.9,0.4,1.3,.196,,0.7,0.4,1.2,0.3
299,Lauri Markkanen\markkla01,PF,21,CHI,23,713,15.4,.544,.442,.156,3.8,21.3,12.4,5.3,1.5,2.2,9.7,25.0,,-0.1,0.7,0.5,.037,,-1.4,-1.6,-3.0,-0.2
300,Jarell Martin\martija01,PF,24,ORL,27,218,8.4,.496,.409,.121,3.4,19.3,11.2,8.7,0.5,2.3,11.5,16.0,,-0.1,0.2,0.1,.028,,-4.6,-0.6,-5.1,-0.2
301,Frank Mason\masonfr01,PG,24,SAC,30,368,12.3,.483,.344,.351,1.1,9.2,5.1,27.6,1.9,0.9,15.1,20.1,,0.0,0.3,0.3,.037,,-2.2,-2.1,-4.3,-0.2
302,Wesley Matthews\matthwe02,SG,32,DAL,39,1171,11.7,.560,.547,.237,1.9,6.6,4.3,12.4,1.2,0.6,10.9,19.0,,1.1,0.8,1.9,.077,,0.5,-1.4,-0.9,0.3
303,Luc Mbah a Moute\mbahalu01,PF,32,LAC,4,61,7.0,.495,.333,.278,3.6,8.4,6.1,4.6,0.8,1.3,9.0,15.5,,0.0,0.0,0.0,.006,,-2.9,-2.0,-4.9,0.0
304,Patrick McCaw\mccawpa01,SG,23,TOT,5,77,-1.1,.292,.417,.000,0.0,8.7,4.3,6.5,1.9,1.0,36.8,10.8,,-0.3,0.0,-0.2,-0.152,,-9.0,0.1,-8.9,-0.1
304,Patrick McCaw\mccawpa01,SG,23,CLE,3,53,-0.7,.278,.444,.000,0.0,6.6,3.2,4.9,1.9,0.0,25.0,10.0,,-0.2,0.0,-0.2,-0.147,,-7.9,-1.4,-9.4,-0.1
304,Patrick McCaw\mccawpa01,SG,23,TOR,2,24,-1.9,.333,.333,.000,0.0,13.2,6.7,10.0,2.0,3.4,57.1,12.6,,-0.1,0.0,-0.1,-0.164,,-11.2,3.5,-7.7,0.0
305,CJ McCollum\mccolcj01,SG,27,POR,46,1564,16.2,.543,.328,.161,2.8,8.7,5.9,12.4,1.1,0.8,7.4,25.7,,2.0,1.1,3.1,.094,,1.3,-1.9,-0.6,0.5
306,T.J. McConnell\mccontj01,PG,26,PHI,41,861,13.4,.588,.115,.115,2.1,9.1,5.7,25.4,2.6,1.0,20.0,14.0,,0.9,1.0,1.9,.106,,-1.3,0.0,-1.4,0.1
307,Doug McDermott\mcderdo01,SF,27,IND,45,785,10.5,.623,.567,.196,1.2,6.8,4.0,6.1,0.7,0.6,9.3,14.9,,1.0,0.7,1.7,.103,,0.0,-1.9,-1.9,0.0
308,JaVale McGee\mcgeeja01,C,31,LAL,40,893,20.6,.605,.018,.216,11.6,19.6,15.7,5.4,1.4,8.0,13.9,19.4,,1.2,1.7,3.0,.159,,-1.6,3.9,2.3,1.0
309,Rodney McGruder\mcgruro01,SG,27,MIA,43,1185,9.7,.521,.470,.133,3.6,11.5,7.5,11.9,1.1,0.6,12.4,16.0,,0.4,1.1,1.5,.060,,-1.3,-0.3,-1.6,0.1
310,Alfonzo McKinnie\mckinal01,SF,26,GSW,37,536,11.4,.552,.426,.154,10.0,17.7,14.0,3.7,0.7,1.4,9.4,15.2,,0.6,0.4,1.0,.088,,-1.0,-2.2,-3.2,-0.2
311,Ben McLemore\mclembe01,SG,25,SAC,18,145,9.2,.508,.650,.150,1.4,9.5,5.4,3.7,1.9,1.2,5.9,19.5,,0.0,0.1,0.1,.030,,-1.6,-2.8,-4.4,-0.1
312,Jordan McRae\mcraejo01,SG,27,WAS,8,35,1.2,.182,.273,.000,3.1,12.8,7.8,7.1,1.4,2.4,0.0,13.4,,-0.1,0.0,-0.1,-0.142,,-9.7,-0.8,-10.5,-0.1
313,Salah Mejri\mejrisa01,C,32,DAL,14,86,17.0,.647,.091,.364,10.2,25.7,18.2,10.7,1.1,1.0,10.5,14.1,,0.2,0.1,0.3,.194,,-0.3,0.6,0.3,0.1
314,De'Anthony Melton\meltode01,PG,20,PHO,30,628,10.0,.453,.409,.099,2.5,12.3,7.3,23.0,3.6,2.3,21.3,16.6,,-0.7,0.6,-0.1,-0.004,,-3.4,1.4,-2.0,0.0
315,Chimezie Metu\metuch01,PF,21,SAS,19,105,12.3,.453,.048,.357,8.5,18.6,13.6,14.6,2.3,1.6,17.1,24.7,,-0.1,0.1,0.0,-0.005,,-5.2,0.3,-4.9,-0.1
316,Khris Middleton\middlkh01,SF,27,MIL,43,1330,16.0,.561,.450,.234,1.6,16.8,9.6,18.9,1.7,0.2,12.2,24.2,,1.4,2.1,3.5,.126,,0.7,0.1,0.8,1.0
317,C.J. Miles\milescj01,SF,31,TOR,35,504,6.8,.452,.654,.200,2.0,10.5,6.3,5.2,1.5,1.3,8.6,18.8,,-0.5,0.5,0.1,.006,,-3.1,-1.3,-4.4,-0.3
318,Darius Miller\milleda01,SF,28,NOP,41,969,8.1,.583,.768,.137,0.8,6.0,3.4,8.4,1.2,1.4,11.8,11.9,,0.7,0.3,0.9,.047,,0.2,-1.4,-1.3,0.2
319,Patty Mills\millspa02,PG,30,SAS,47,1117,12.8,.569,.587,.188,1.3,9.6,5.5,16.7,1.4,0.6,11.5,17.2,,1.3,0.8,2.1,.089,,1.4,-1.4,0.0,0.6
320,Paul Millsap\millspa01,PF,33,DEN,37,961,19.2,.569,.207,.387,8.8,19.4,14.1,10.6,2.5,2.9,10.7,20.9,,1.7,1.5,3.2,.158,,0.7,1.7,2.4,1.1
321,Shake Milton\miltosh01,SG,22,PHI,11,85,16.2,.541,.531,.156,7.8,10.9,9.4,16.8,1.7,2.8,5.5,18.0,,0.2,0.1,0.3,.156,,1.7,-0.6,1.2,0.1
322,Nikola Mirotic\mirotni01,PF,27,NOP,30,868,18.0,.594,.561,.255,5.4,24.7,15.3,5.4,1.1,2.1,7.4,21.7,,1.7,0.8,2.4,.134,,1.8,-1.9,-0.1,0.4
323,Donovan Mitchell\mitchdo01,SG,22,UTA,43,1415,15.6,.522,.359,.229,1.8,10.1,6.0,19.6,2.4,0.9,11.8,30.9,,-0.3,2.2,1.8,.062,,-0.1,0.0,-0.1,0.7
324,Naz Mitrou-Long\mitrona01,SG,25,UTA,6,27,-0.8,.500,.800,.000,0.0,0.0,0.0,14.9,0.0,0.0,37.5,12.8,,-0.1,0.0,0.0,-0.074,,-7.9,-5.4,-13.3,-0.1
325,Malik Monk\monkma01,SG,20,CHO,42,779,12.9,.527,.547,.192,1.1,8.3,4.7,15.0,1.5,1.1,11.7,25.4,,0.0,0.5,0.5,.031,,-0.3,-2.9,-3.3,-0.2
326,Greg Monroe\monrogr01,C,28,TOR,31,354,14.8,.501,.029,.353,16.2,24.5,20.4,5.3,1.4,1.8,14.8,23.0,,0.0,0.5,0.6,.078,,-4.1,-0.8,-4.9,-0.3
327,E'Twaun Moore\mooreet01,SF,29,NOP,41,1231,11.6,.568,.319,.112,2.8,5.8,4.3,9.5,1.2,0.5,8.7,16.9,,1.3,0.2,1.5,.059,,0.4,-2.1,-1.8,0.1
328,Eric Moreland\moreler01,PF,27,PHO,1,5,4.1,,,,0.0,69.2,33.9,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.077,,-14.0,-3.8,-17.9,0.0
329,Jaylen Morris\morrija01,SG,23,MIL,4,29,12.3,.460,.300,.200,0.0,16.9,8.9,18.1,3.2,0.0,8.4,17.3,,0.0,0.1,0.1,.088,,-3.7,1.0,-2.7,0.0
330,Marcus Morris\morrima03,PF,29,BOS,42,1143,16.3,.618,.466,.216,3.2,20.7,11.9,7.3,1.0,1.0,9.9,21.1,,1.8,1.6,3.4,.144,,0.8,-0.9,-0.1,0.5
331,Markieff Morris\morrima02,PF,29,WAS,34,883,12.5,.543,.439,.223,5.0,16.8,10.8,9.8,1.3,1.9,11.5,19.7,,0.4,0.6,1.0,.052,,-1.1,-0.9,-2.0,0.0
332,Monte Morris\morrimo01,PG,23,DEN,45,1079,16.0,.553,.310,.109,1.9,9.3,5.6,23.0,2.0,0.2,6.7,17.2,,2.3,0.9,3.2,.143,,1.3,-1.4,-0.1,0.5
333,Johnathan Motley\motlejo01,PF,23,LAC,6,22,37.8,.569,.111,.389,25.0,4.6,14.5,30.9,0.0,3.5,4.5,42.6,,0.1,0.0,0.1,.295,,12.4,-2.0,10.4,0.1
334,Emmanuel Mudiay\mudiaem01,PG,22,NYK,37,990,15.9,.531,.274,.253,2.4,10.0,6.0,25.0,1.5,1.1,12.9,25.2,,0.6,0.3,0.9,.044,,0.6,-2.0,-1.4,0.1
335,Jamal Murray\murraja01,PG,21,DEN,45,1523,15.4,.528,.327,.194,3.1,11.4,7.3,21.8,1.2,1.0,12.1,25.7,,1.4,1.2,2.6,.081,,0.5,-1.3,-0.8,0.5
336,Dzanan Musa\musadz01,SG,19,BRK,7,26,5.6,.403,.429,.143,4.1,8.4,6.2,6.5,3.7,0.0,16.8,29.5,,-0.1,0.0,-0.1,-0.183,,-8.0,-2.4,-10.4,-0.1
337,Mike Muscala\muscami01,PF,27,PHI,40,882,10.8,.568,.726,.270,5.3,14.7,10.2,8.7,0.9,2.1,12.8,14.5,,0.8,0.9,1.7,.092,,-0.1,-0.2,-0.3,0.4
338,Sviatoslav Mykhailiuk\mykhasv01,SF,21,LAL,33,336,5.8,.463,.660,.155,2.2,4.7,3.5,10.3,1.4,0.0,14.1,15.8,,-0.3,0.3,0.0,-0.005,,-3.4,-2.2,-5.6,-0.3
339,Abdel Nader\naderab01,SF,25,OKC,27,229,11.0,.588,.367,.101,1.8,16.1,8.8,3.7,1.0,0.7,10.8,16.4,,0.2,0.3,0.4,.094,,-3.6,-1.9,-5.4,-0.2
340,Larry Nance\nancela02,C,26,CLE,39,998,19.0,.588,.152,.323,9.2,24.2,16.4,18.7,2.9,2.2,14.8,15.3,,1.9,0.8,2.7,.131,,1.5,2.5,4.0,1.5
341,Shabazz Napier\napiesh01,PG,27,BRK,35,584,15.6,.543,.478,.308,2.0,9.9,5.9,19.2,2.1,1.3,11.7,23.9,,0.6,0.5,1.1,.094,,0.4,-1.2,-0.8,0.2
342,Raul Neto\netora01,PG,26,UTA,19,228,13.9,.617,.386,.200,1.0,12.8,6.9,25.3,1.7,0.0,19.1,17.8,,0.3,0.3,0.6,.124,,-0.7,-0.5,-1.2,0.0
343,Georges Niang\niangge01,PF,25,UTA,33,233,12.4,.592,.699,.108,1.9,14.8,8.4,11.0,1.2,1.0,10.3,18.0,,0.2,0.3,0.6,.116,,0.0,-0.7,-0.7,0.1
344,Joakim Noah\noahjo01,C,33,MEM,20,234,11.5,.475,.000,.403,9.1,29.1,18.9,15.9,1.7,4.1,22.6,19.9,,-0.3,0.4,0.1,.018,,-6.6,3.4,-3.2,-0.1
345,Nerlens Noel\noelne01,C,24,OKC,41,559,21.5,.628,.000,.338,12.7,21.0,16.7,5.4,3.5,8.5,12.8,13.6,,1.2,1.5,2.7,.232,,-1.1,6.5,5.5,1.1
